                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     30,                0.85599,                 1.3114,                 1.3688,                0.32364,                0.70712,                0.43412,                0.30065,                  1.222,                 1.4974,                 1.8467,               0.008152,               0.008152,               0.008152
                     31,                0.84755,                 1.3047,                 1.3612,                0.33784,                0.68251,                 0.4167,                0.28509,                   1.27,                  1.546,                 1.8679,               0.008086,               0.008086,               0.008086
                     32,                0.86185,                 1.3006,                 1.3693,                0.34242,                0.66098,                0.43361,                0.29675,                 1.2267,                 1.4595,                 1.8258,                0.00802,                0.00802,                0.00802
                     33,                0.83745,                 1.2811,                 1.3529,                0.36003,                0.64526,                0.46268,                 0.3162,                 1.1944,                 1.4021,                 1.7909,               0.007954,               0.007954,               0.007954
                     34,                0.84331,                 1.2766,                 1.3676,                0.34464,                0.61842,                0.42187,                0.29385,                 1.2407,                 1.5813,                  1.827,               0.007888,               0.007888,               0.007888
                     35,                 0.8358,                 1.2649,                  1.351,                0.39287,                0.65359,                0.46544,                 0.3185,                 1.2496,                 1.3646,                 1.8505,               0.007822,               0.007822,               0.007822
                     36,                0.83289,                 1.2736,                 1.3492,                0.31717,                0.74268,                0.46509,                0.32278,                 1.2008,                 1.4964,                 1.8461,               0.007756,               0.007756,               0.007756
                     37,                0.82483,                 1.2542,                 1.3416,                0.38965,                  0.667,                0.47447,                0.32794,                 1.2278,                 1.4002,                 1.8818,                0.00769,                0.00769,                0.00769
                     38,                0.82249,                 1.2462,                 1.3454,                0.36098,                0.69873,                0.48497,                0.33584,                 1.2046,                  1.349,                 1.7795,               0.007624,               0.007624,               0.007624
                     39,                0.82294,                 1.2454,                  1.342,                0.40458,                 0.6158,                0.48932,                0.34589,                 1.2175,                 1.3239,                 1.8254,               0.007558,               0.007558,               0.007558
                     40,                0.81643,                 1.2349,                 1.3344,                0.37163,                0.66921,                0.47574,                0.33394,                 1.2138,                 1.4176,                 1.8102,               0.007492,               0.007492,               0.007492
                     41,                 0.8136,                 1.2277,                 1.3353,                0.43434,                 0.6056,                0.49857,                0.33713,                 1.2319,                 1.3758,                 1.8393,               0.007426,               0.007426,               0.007426
                     42,                0.80833,                  1.214,                 1.3262,                 0.3867,                0.67046,                0.50867,                0.34874,                 1.2457,                 1.4692,                  1.831,                0.00736,                0.00736,                0.00736
                     43,                0.81485,                 1.2224,                 1.3281,                0.44864,                0.64825,                0.53698,                0.36858,                 1.2065,                 1.3179,                 1.8275,               0.007294,               0.007294,               0.007294
                     44,                0.81054,                 1.2086,                 1.3216,                0.44744,                0.65471,                0.54983,                0.37544,                 1.3003,                 1.3082,                  1.907,               0.007228,               0.007228,               0.007228
                     45,                0.80395,                 1.2004,                 1.3168,                0.44371,                0.65822,                0.53916,                 0.3729,                 1.2149,                 1.2968,                  1.823,               0.007162,               0.007162,               0.007162
                     46,                0.81486,                 1.2015,                 1.3308,                0.40936,                 0.6591,                0.50194,                0.34722,                 1.2331,                 1.6065,                 1.8218,               0.007096,               0.007096,               0.007096
                     47,                  0.801,                 1.1905,                 1.3188,                0.45515,                0.61379,                0.55668,                0.37518,                 1.2284,                 1.3772,                 1.8207,                0.00703,                0.00703,                0.00703
                     48,                0.79956,                 1.1742,                 1.3118,                0.41896,                0.60871,                0.51306,                0.36017,                  1.198,                 1.5719,                 1.8172,               0.006964,               0.006964,               0.006964
                     49,                0.79166,                 1.1626,                 1.3086,                0.43519,                0.60192,                0.52799,                0.36585,                  1.219,                 1.4674,                 1.8147,               0.006898,               0.006898,               0.006898
                     50,                 0.8003,                 1.1778,                 1.3176,                0.44601,                0.61973,                0.53169,                0.37034,                 1.2216,                 1.4367,                 1.8582,               0.006832,               0.006832,               0.006832
                     51,                0.79505,                 1.1556,                 1.3081,                0.46171,                0.62088,                0.56503,                 0.3872,                 1.1718,                 1.2915,                 1.7603,               0.006766,               0.006766,               0.006766
                     52,                0.79664,                 1.1514,                 1.3112,                0.45924,                 0.5954,                0.53939,                0.37645,                 1.1657,                 1.5339,                  1.732,                 0.0067,                 0.0067,                 0.0067
                     53,                0.77742,                 1.1459,                 1.2965,                0.45388,                0.69008,                0.55076,                0.38155,                 1.2215,                 1.2622,                 1.8295,               0.006634,               0.006634,               0.006634
                     54,                 0.7878,                 1.1389,                  1.302,                0.44843,                0.66483,                0.55575,                0.38999,                  1.172,                  1.523,                 1.7676,               0.006568,               0.006568,               0.006568
                     55,                 0.7915,                 1.1366,                  1.303,                0.47195,                0.65756,                0.58143,                0.40295,                 1.2075,                 1.2461,                 1.8049,               0.006502,               0.006502,               0.006502
                     56,                0.78218,                 1.1373,                 1.2912,                0.44424,                0.71326,                0.56538,                0.38878,                 1.2162,                 1.2792,                 1.8277,               0.006436,               0.006436,               0.006436
                     57,                 0.7742,                 1.1165,                 1.2918,                 0.5022,                0.60324,                0.58776,                 0.4045,                 1.2182,                 1.3674,                 1.8074,                0.00637,                0.00637,                0.00637
                     58,                0.77918,                 1.1117,                 1.2894,                0.47364,                0.65935,                 0.5992,                0.40555,                 1.2268,                 1.2345,                 1.8604,               0.006304,               0.006304,               0.006304
                     59,                0.76951,                 1.1043,                 1.2833,                0.48751,                0.68257,                0.60699,                0.41917,                 1.2562,                 1.2092,                 1.8811,               0.006238,               0.006238,               0.006238
                     60,                0.77943,                 1.1092,                 1.2882,                0.49913,                 0.6043,                0.59124,                 0.4134,                 1.1665,                  1.296,                 1.7576,               0.006172,               0.006172,               0.006172
                     61,                0.77101,                 1.0966,                 1.2836,                0.48707,                0.67624,                 0.5874,                0.41373,                 1.1968,                 1.2856,                 1.7704,               0.006106,               0.006106,               0.006106
                     62,                 0.7577,                 1.0854,                 1.2739,                 0.4955,                0.62278,                0.57712,                 0.4085,                 1.1423,                 1.1962,                  1.769,                0.00604,                0.00604,                0.00604
                     63,                0.76547,                 1.0894,                   1.28,                  0.495,                0.65503,                0.58057,                0.41271,                 1.1915,                 1.4659,                 1.7986,               0.005974,               0.005974,               0.005974
                     64,                0.76218,                 1.0829,                 1.2743,                0.51126,                0.62968,                0.59994,                0.42304,                 1.1726,                 1.2186,                  1.819,               0.005908,               0.005908,               0.005908
                     65,                0.75967,                  1.073,                 1.2756,                0.45385,                0.66346,                0.57414,                0.40882,                 1.2389,                 1.4978,                 1.8181,               0.005842,               0.005842,               0.005842
                     66,                0.76157,                 1.0778,                 1.2799,                0.50966,                0.62851,                0.60296,                0.43021,                 1.1548,                 1.2657,                 1.7458,               0.005776,               0.005776,               0.005776
                     67,                0.75414,                 1.0692,                 1.2675,                0.53709,                0.67036,                0.61367,                0.43974,                 1.1597,                 1.2515,                 1.7622,                0.00571,                0.00571,                0.00571
                     68,                0.75854,                 1.0703,                  1.271,                0.52313,                 0.6165,                0.59969,                0.42324,                 1.1796,                 1.2562,                 1.7925,               0.005644,               0.005644,               0.005644
                     69,                 0.7485,                  1.053,                 1.2635,                0.52727,                  0.649,                0.60568,                 0.4277,                 1.1674,                 1.3343,                 1.7667,               0.005578,               0.005578,               0.005578
                     70,                0.75364,                 1.0573,                 1.2721,                 0.5149,                0.64747,                0.62135,                0.44202,                 1.1762,                 1.1479,                 1.7656,               0.005512,               0.005512,               0.005512
                     71,                0.73932,                 1.0489,                 1.2563,                 0.5526,                0.64209,                0.62049,                0.43604,                 1.1934,                 1.2184,                 1.7808,               0.005446,               0.005446,               0.005446
                     72,                0.74015,                 1.0493,                   1.26,                0.53375,                0.69911,                0.63229,                 0.4481,                 1.1727,                 1.0741,                  1.761,                0.00538,                0.00538,                0.00538
                     73,                0.73577,                 1.0278,                 1.2535,                0.55881,                0.62934,                 0.6292,                0.44822,                 1.1496,                 1.2507,                 1.7255,               0.005314,               0.005314,               0.005314
                     74,                0.74474,                 1.0342,                 1.2591,                0.52433,                0.64781,                0.61188,                0.42269,                 1.1895,                 1.2195,                 1.7888,               0.005248,               0.005248,               0.005248
                     75,                0.73481,                 1.0226,                 1.2549,                0.54564,                0.63948,                0.61122,                0.43624,                 1.1541,                 1.2839,                 1.7483,               0.005182,               0.005182,               0.005182
                     76,                0.73555,                  1.032,                  1.251,                0.50911,                0.67654,                0.58878,                0.42083,                 1.1699,                 1.4773,                 1.7767,               0.005116,               0.005116,               0.005116
                     77,                0.73522,                  1.018,                 1.2535,                0.50774,                0.66996,                0.62782,                0.44303,                 1.1659,                 1.2149,                 1.7575,                0.00505,                0.00505,                0.00505
                     78,                0.73185,                 1.0221,                 1.2507,                0.54177,                0.66018,                0.60587,                0.43049,                 1.1919,                 1.2313,                 1.7874,               0.004984,               0.004984,               0.004984
                     79,                0.72722,                 1.0064,                  1.248,                0.55481,                 0.6823,                0.64807,                0.46144,                 1.1405,                 1.1219,                 1.7296,               0.004918,               0.004918,               0.004918
                     80,                0.73322,                 1.0064,                 1.2529,                0.55569,                0.62588,                  0.633,                0.44852,                  1.158,                 1.1714,                 1.7361,               0.004852,               0.004852,               0.004852
                     81,                0.71843,                 1.0136,                 1.2403,                0.53341,                0.67844,                0.62626,                0.44023,                 1.1544,                 1.2927,                 1.7509,               0.004786,               0.004786,               0.004786
                     82,                0.72293,                0.99642,                 1.2394,                0.57376,                0.64235,                0.62222,                0.44255,                 1.1342,                 1.3364,                 1.6796,                0.00472,                0.00472,                0.00472
                     83,                0.72605,                 1.0007,                 1.2388,                0.52149,                0.70525,                 0.6099,                0.42642,                 1.1614,                  1.427,                 1.7307,               0.004654,               0.004654,               0.004654
                     84,                0.71944,                 1.0015,                 1.2393,                0.57862,                0.67358,                0.64649,                0.46119,                 1.1591,                  1.157,                 1.8011,               0.004588,               0.004588,               0.004588
                     85,                0.71872,                0.98865,                  1.237,                0.54718,                0.68431,                0.64281,                 0.4456,                  1.185,                 1.1055,                 1.7625,               0.004522,               0.004522,               0.004522
                     86,                0.71567,                0.98247,                 1.2351,                0.56665,                0.66219,                 0.6369,                0.45737,                 1.1554,                 1.2443,                  1.746,               0.004456,               0.004456,               0.004456
                     87,                0.70934,                 0.9648,                 1.2314,                 0.5471,                0.70341,                0.65243,                0.46782,                 1.1207,                 1.1463,                 1.7209,                0.00439,                0.00439,                0.00439
                     88,                0.71359,                0.97811,                 1.2362,                 0.5614,                0.70526,                0.63228,                0.44755,                 1.1882,                 1.3126,                 1.7679,               0.004324,               0.004324,               0.004324
                     89,                0.70751,                 0.9746,                 1.2257,                0.57475,                0.69849,                0.66627,                0.46832,                 1.1728,                  1.155,                 1.7756,               0.004258,               0.004258,               0.004258
                     90,                0.71768,                0.97938,                 1.2278,                0.56114,                0.69142,                0.66165,                0.47524,                 1.1371,                 1.2072,                 1.7301,               0.004192,               0.004192,               0.004192
                     91,                0.70945,                0.97571,                 1.2299,                 0.5892,                0.68367,                0.66412,                 0.4741,                 1.1174,                 1.1554,                 1.6957,               0.004126,               0.004126,               0.004126
                     92,                0.70591,                0.96206,                 1.2268,                0.55594,                  0.712,                0.65924,                0.47001,                 1.1412,                 1.1869,                 1.7309,                0.00406,                0.00406,                0.00406
                     93,                0.70172,                0.94746,                 1.2296,                0.57907,                0.67914,                0.66393,                0.47037,                 1.1413,                 1.1571,                 1.7117,               0.003994,               0.003994,               0.003994
                     94,                0.70408,                0.96187,                 1.2256,                0.57167,                0.68897,                0.64263,                0.46169,                 1.1477,                 1.2265,                 1.7295,               0.003928,               0.003928,               0.003928
                     95,                0.70288,                0.94662,                 1.2211,                0.58677,                0.71356,                0.65427,                0.46303,                 1.1783,                 1.1644,                  1.786,               0.003862,               0.003862,               0.003862
                     96,                 0.6974,                0.94377,                  1.223,                0.58986,                0.66863,                0.65201,                0.44881,                 1.1864,                 1.3516,                 1.7623,               0.003796,               0.003796,               0.003796
                     97,                0.69159,                0.93365,                 1.2125,                0.57914,                0.69833,                0.66252,                0.46679,                 1.1818,                 1.1603,                 1.7747,                0.00373,                0.00373,                0.00373
                     98,                0.69683,                0.95066,                 1.2158,                0.57737,                0.72612,                0.67854,                0.48021,                 1.1156,                  1.088,                 1.7047,               0.003664,               0.003664,               0.003664
                     99,                0.70071,                0.93935,                 1.2138,                0.54671,                0.73873,                0.67057,                0.48325,                 1.1293,                 1.1126,                 1.7349,               0.003598,               0.003598,               0.003598
                    100,                 0.6859,                0.91881,                 1.2063,                0.56117,                0.67812,                 0.6183,                0.44151,                  1.151,                 1.3851,                 1.7816,               0.003532,               0.003532,               0.003532
                    101,                  0.695,                0.93164,                 1.2139,                0.57484,                0.74375,                0.68154,                 0.4908,                 1.1269,                 1.0897,                 1.7089,               0.003466,               0.003466,               0.003466
                    102,                0.69119,                0.92856,                 1.2086,                0.60156,                0.70041,                0.67192,                0.48194,                 1.1608,                 1.0691,                 1.7743,                 0.0034,                 0.0034,                 0.0034
                    103,                0.68771,                0.91809,                 1.2074,                0.55854,                0.73791,                0.68783,                0.48891,                 1.1503,                 1.0147,                 1.7409,               0.003334,               0.003334,               0.003334
                    104,                0.68522,                 0.9235,                 1.2074,                0.62001,                0.70011,                0.68188,                0.48885,                 1.1243,                 1.0769,                 1.6988,               0.003268,               0.003268,               0.003268
                    105,                0.68513,                0.91827,                 1.2077,                0.60191,                0.70766,                0.68427,                0.49193,                 1.1375,                 1.1048,                 1.6936,               0.003202,               0.003202,               0.003202
                    106,                0.68492,                0.91286,                 1.2041,                0.56937,                0.72949,                0.66349,                0.47085,                 1.1804,                 1.2253,                 1.7726,               0.003136,               0.003136,               0.003136
                    107,                0.68459,                0.91415,                 1.2032,                 0.6099,                0.65742,                0.65456,                0.46701,                 1.1663,                 1.3311,                 1.7619,                0.00307,                0.00307,                0.00307
                    108,                0.67485,                0.90539,                 1.1968,                0.58825,                0.65979,                0.64348,                0.45649,                 1.1797,                  1.402,                 1.8154,               0.003004,               0.003004,               0.003004
                    109,                0.67387,                0.90565,                 1.1962,                0.58027,                0.71363,                0.67826,                 0.4825,                 1.1593,                 1.1897,                 1.7834,               0.002938,               0.002938,               0.002938
                    110,                0.66998,                0.89912,                 1.1951,                0.60436,                 0.7344,                0.67761,                0.48501,                 1.1198,                 1.1916,                 1.7026,               0.002872,               0.002872,               0.002872
                    111,                0.68169,                0.90283,                 1.1999,                0.60988,                0.68874,                0.67451,                0.48213,                 1.1403,                 1.1442,                 1.7376,               0.002806,               0.002806,               0.002806
                    112,                0.68021,                0.90037,                 1.2041,                0.56251,                0.73115,                0.66896,                0.48381,                 1.1248,                 1.1951,                 1.7194,                0.00274,                0.00274,                0.00274
                    113,                0.67059,                0.88467,                 1.1955,                0.64064,                0.67999,                 0.6796,                0.48796,                 1.1249,                 1.1991,                 1.7445,               0.002674,               0.002674,               0.002674
                    114,                0.66648,                0.88106,                 1.1928,                 0.6428,                0.69273,                0.69717,                0.50353,                 1.1267,                 1.0794,                  1.734,               0.002608,               0.002608,               0.002608
                    115,                 0.6704,                0.88157,                 1.1932,                0.60188,                0.74639,                0.68535,                0.48894,                 1.1342,                 1.1675,                 1.7372,               0.002542,               0.002542,               0.002542
                    116,                0.67017,                0.89064,                 1.1926,                0.59947,                 0.7198,                0.67769,                0.49102,                 1.0999,                 1.1742,                 1.7134,               0.002476,               0.002476,               0.002476
                    117,                0.66094,                0.87804,                 1.1858,                 0.6155,                0.72388,                0.68153,                0.49441,                 1.0927,                 1.2188,                 1.6854,                0.00241,                0.00241,                0.00241
                    118,                 0.6652,                0.87348,                 1.1874,                0.60173,                0.72665,                0.67778,                0.48569,                 1.1166,                 1.1764,                 1.7257,               0.002344,               0.002344,               0.002344
                    119,                0.65973,                0.87412,                 1.1895,                0.63847,                0.69774,                0.69256,                0.49618,                 1.0964,                 1.1569,                 1.6875,               0.002278,               0.002278,               0.002278
                    120,                0.65224,                0.86198,                 1.1802,                0.63339,                0.66496,                0.67844,                0.48338,                  1.147,                 1.2097,                 1.7385,               0.002212,               0.002212,               0.002212
                    121,                0.64643,                0.85992,                 1.1751,                0.66666,                0.66726,                0.70265,                0.50414,                 1.1202,                 1.1139,                 1.7198,               0.002146,               0.002146,               0.002146
                    122,                 0.6637,                0.86993,                 1.1859,                0.62396,                0.71432,                0.68112,                0.48787,                 1.1281,                 1.2333,                 1.7135,                0.00208,                0.00208,                0.00208
                    123,                 0.6575,                0.85361,                 1.1811,                0.61727,                0.71263,                0.68679,                0.49312,                  1.134,                 1.1221,                 1.7435,               0.002014,               0.002014,               0.002014
                    124,                0.65529,                0.85221,                 1.1763,                0.63654,                0.69484,                0.68842,                0.49926,                 1.1141,                 1.1477,                   1.69,               0.001948,               0.001948,               0.001948
                    125,                0.65425,                0.85211,                 1.1737,                 0.6057,                0.76096,                0.68633,                0.49307,                 1.1437,                 1.1218,                 1.7439,               0.001882,               0.001882,               0.001882
                    126,                0.65306,                0.84942,                  1.174,                0.62669,                0.70941,                0.69919,                0.50271,                 1.1153,                 1.1396,                 1.7113,               0.001816,               0.001816,               0.001816
                    127,                0.64939,                0.84998,                 1.1744,                0.61455,                0.73754,                0.69838,                0.49818,                 1.1314,                 1.0984,                 1.7192,                0.00175,                0.00175,                0.00175
                    128,                 0.6398,                0.84072,                 1.1689,                 0.6553,                0.69273,                0.70672,                0.51059,                 1.1059,                  1.051,                 1.6902,               0.001684,               0.001684,               0.001684
                    129,                0.64996,                0.84566,                 1.1778,                0.62641,                0.72009,                0.70519,                0.50685,                  1.148,                 1.0772,                 1.7346,               0.001618,               0.001618,               0.001618
                    130,                0.64251,                0.83715,                 1.1682,                0.58822,                0.75662,                0.69587,                 0.4984,                 1.1254,                 1.1848,                 1.7012,               0.001552,               0.001552,               0.001552
                    131,                0.64403,                0.83702,                 1.1677,                0.63362,                0.73457,                0.70825,                0.51486,                 1.1092,                 1.1381,                  1.706,               0.001486,               0.001486,               0.001486
                    132,                0.63525,                 0.8238,                 1.1686,                0.60181,                0.75055,                0.69372,                0.50202,                 1.1397,                 1.2535,                 1.7292,                0.00142,                0.00142,                0.00142
                    133,                0.63892,                0.83409,                 1.1688,                0.63704,                0.71642,                0.69482,                0.49515,                 1.1316,                 1.3022,                  1.701,               0.001354,               0.001354,               0.001354
                    134,                0.63991,                0.82552,                 1.1731,                0.60025,                0.73926,                0.69889,                0.50297,                   1.13,                 1.1985,                 1.7248,               0.001288,               0.001288,               0.001288
                    135,                0.64401,                0.82206,                 1.1671,                0.61742,                0.73152,                0.69392,                0.49943,                 1.1132,                   1.23,                 1.7035,               0.001222,               0.001222,               0.001222
                    136,                0.63995,                0.82597,                 1.1623,                0.63299,                0.71543,                0.69746,                0.50069,                 1.1268,                 1.1615,                 1.7202,               0.001156,               0.001156,               0.001156
                    137,                0.63588,                0.81978,                 1.1661,                0.61722,                0.73299,                0.70597,                0.50805,                 1.1178,                 1.2278,                 1.6971,                0.00109,                0.00109,                0.00109
                    138,                0.63346,                0.82002,                 1.1586,                0.62542,                0.74218,                0.71122,                0.51215,                 1.1153,                 1.1119,                 1.7084,               0.001024,               0.001024,               0.001024
                    139,                0.62707,                0.81552,                  1.161,                0.63274,                0.72363,                0.70596,                0.50508,                  1.127,                 1.1473,                 1.7097,               0.000958,               0.000958,               0.000958
                    140,                0.62573,                0.81968,                 1.1604,                 0.6568,                0.70219,                0.70146,                0.50678,                 1.1148,                  1.267,                 1.6893,               0.000892,               0.000892,               0.000892
                    141,                0.62914,                0.80642,                 1.1588,                0.62533,                 0.7388,                0.71144,                0.51311,                 1.1232,                 1.1735,                 1.7032,               0.000826,               0.000826,               0.000826
                    142,                0.62118,                0.80284,                 1.1544,                0.62955,                0.75738,                0.72014,                0.52167,                 1.1122,                 1.1117,                 1.7028,                0.00076,                0.00076,                0.00076
                    143,                 0.6159,                0.79448,                 1.1526,                0.63227,                0.71641,                0.70626,                0.51368,                 1.0992,                 1.1798,                 1.6869,               0.000694,               0.000694,               0.000694
                    144,                 0.6307,                0.80623,                 1.1572,                0.63512,                0.72445,                0.69842,                0.50802,                 1.0933,                 1.3046,                 1.6727,               0.000628,               0.000628,               0.000628
                    145,                0.61778,                 0.7964,                 1.1494,                0.66202,                0.68389,                0.70497,                0.51248,                 1.1026,                 1.2654,                 1.6935,               0.000562,               0.000562,               0.000562
                    146,                0.62508,                0.80339,                 1.1546,                0.66525,                0.72379,                 0.7156,                0.51715,                 1.1063,                 1.1548,                  1.694,               0.000496,               0.000496,               0.000496
                    147,                0.61912,                0.79258,                 1.1507,                0.66271,                0.72117,                0.71449,                0.51583,                 1.0979,                 1.1197,                 1.6816,                0.00043,                0.00043,                0.00043
                    148,                0.61411,                0.79067,                  1.149,                0.65072,                0.74355,                0.71887,                0.52145,                 1.0923,                 1.1506,                 1.6815,               0.000364,               0.000364,               0.000364
                    149,                0.61893,                0.79245,                  1.155,                0.65771,                0.72064,                0.71167,                0.51508,                 1.1087,                 1.1535,                 1.7018,               0.000298,               0.000298,               0.000298
                    150,                0.61504,                0.78658,                 1.1482,                0.65791,                 0.7195,                0.71274,                0.51575,                 1.1162,                 1.2001,                 1.7183,               0.000232,               0.000232,               0.000232
