                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     27,                0.87466,                 1.3295,                 1.3994,                0.33532,                0.67689,                0.41119,                0.27315,                 1.2919,                 1.5649,                 2.0004,                0.00835,                0.00835,                0.00835
                     28,                0.86229,                 1.3208,                 1.3898,                0.32181,                 0.7068,                0.42367,                0.28049,                 1.2975,                 1.5908,                 1.9775,               0.008284,               0.008284,               0.008284
                     29,                0.87198,                 1.3143,                 1.3946,                0.35746,                0.68361,                0.41016,                0.27616,                 1.2354,                 1.6237,                 1.9126,               0.008218,               0.008218,               0.008218
                     30,                0.86273,                 1.3076,                 1.3787,                0.36136,                0.67403,                0.45031,                0.30141,                 1.2729,                 1.4687,                 2.0059,               0.008152,               0.008152,               0.008152
                     31,                0.85232,                 1.2934,                 1.3725,                0.33755,                 0.6203,                0.40343,                0.27529,                 1.2595,                 1.5994,                 1.9291,               0.008086,               0.008086,               0.008086
                     32,                0.86563,                 1.2999,                 1.3808,                 0.3716,                0.60189,                0.40627,                0.28017,                 1.2421,                 1.9515,                 1.9268,                0.00802,                0.00802,                0.00802
                     33,                0.84466,                 1.2717,                 1.3631,                0.40424,                0.63378,                0.47599,                0.32165,                 1.2922,                 1.5148,                  1.993,               0.007954,               0.007954,               0.007954
                     34,                0.84663,                 1.2651,                 1.3773,                0.32305,                0.68859,                0.40767,                0.28306,                 1.2312,                 1.7103,                  1.905,               0.007888,               0.007888,               0.007888
                     35,                0.83953,                 1.2533,                 1.3617,                0.37538,                0.59304,                0.44119,                0.30003,                 1.2143,                 1.6329,                  1.826,               0.007822,               0.007822,               0.007822
                     36,                0.83781,                 1.2586,                 1.3626,                0.39088,                0.66959,                0.48629,                0.32913,                 1.2199,                 1.5601,                 1.8599,               0.007756,               0.007756,               0.007756
                     37,                0.82633,                  1.239,                 1.3539,                0.43735,                0.63963,                0.50938,                0.34406,                 1.2637,                 1.4712,                 1.9533,                0.00769,                0.00769,                0.00769
                     38,                0.82765,                 1.2248,                 1.3567,                0.37683,                 0.6288,                0.45797,                0.31225,                  1.291,                 1.5519,                  1.946,               0.007624,               0.007624,               0.007624
                     39,                0.82988,                 1.2264,                 1.3543,                0.42374,                 0.6094,                0.51524,                0.35019,                 1.2575,                 1.4123,                 1.8747,               0.007558,               0.007558,               0.007558
                     40,                0.81692,                 1.2131,                  1.343,                0.43243,                0.58748,                0.49161,                0.33602,                  1.238,                 1.4525,                 1.8949,               0.007492,               0.007492,               0.007492
                     41,                0.81562,                  1.207,                  1.345,                0.39874,                0.65965,                0.48654,                0.33538,                 1.2791,                  1.773,                 1.9443,               0.007426,               0.007426,               0.007426
                     42,                0.80746,                 1.1895,                 1.3351,                0.41411,                 0.6522,                 0.4973,                0.34186,                 1.2243,                 1.4844,                  1.838,                0.00736,                0.00736,                0.00736
                     43,                0.81808,                 1.1922,                 1.3404,                0.45324,                0.61978,                0.54026,                0.37693,                 1.1721,                 1.3282,                 1.7536,               0.007294,               0.007294,               0.007294
                     44,                0.80652,                 1.1831,                 1.3317,                0.44445,                0.64931,                0.54383,                0.36835,                 1.2608,                 1.2657,                 1.8718,               0.007228,               0.007228,               0.007228
                     45,                 0.8025,                 1.1796,                 1.3292,                0.46752,                0.63149,                0.54955,                0.37859,                 1.2122,                 1.2895,                 1.8022,               0.007162,               0.007162,               0.007162
                     46,                0.81513,                 1.1765,                 1.3407,                0.48748,                0.60554,                0.54156,                0.37634,                 1.2359,                 1.3695,                 1.8796,               0.007096,               0.007096,               0.007096
                     47,                0.79722,                 1.1668,                 1.3263,                0.46849,                0.60921,                0.52964,                0.36167,                 1.2439,                 1.3084,                 1.8634,                0.00703,                0.00703,                0.00703
                     48,                0.79695,                 1.1529,                 1.3189,                0.39667,                0.63391,                0.49447,                0.34256,                 1.2031,                 1.5101,                  1.821,               0.006964,               0.006964,               0.006964
                     49,                0.79512,                 1.1396,                 1.3179,                0.46478,                0.63059,                0.56162,                0.38414,                 1.2153,                 1.2432,                 1.8575,               0.006898,               0.006898,               0.006898
                     50,                0.79947,                  1.155,                  1.326,                0.46752,                0.68513,                0.58453,                0.39776,                 1.2548,                 1.2301,                 1.9515,               0.006832,               0.006832,               0.006832
                     51,                0.79355,                 1.1347,                 1.3163,                0.49972,                0.61204,                0.57428,                0.40121,                 1.1833,                 1.2316,                 1.7883,               0.006766,               0.006766,               0.006766
                     52,                 0.7933,                 1.1283,                 1.3195,                0.44266,                0.60192,                0.52131,                0.36845,                  1.191,                 1.5551,                 1.8096,                 0.0067,                 0.0067,                 0.0067
                     53,                0.77649,                 1.1275,                 1.3072,                0.50555,                0.60338,                0.57369,                 0.3901,                 1.2492,                 1.2537,                 1.9301,               0.006634,               0.006634,               0.006634
                     54,                 0.7859,                 1.1188,                 1.3122,                0.44504,                0.64365,                0.52185,                0.36105,                 1.2373,                  1.727,                 1.9825,               0.006568,               0.006568,               0.006568
                     55,                0.78827,                 1.1214,                 1.3132,                0.49813,                0.63781,                0.56222,                0.37887,                 1.2221,                 1.2558,                 1.8354,               0.006502,               0.006502,               0.006502
                     56,                0.78303,                  1.112,                 1.3014,                 0.4723,                0.62112,                0.53086,                0.36895,                 1.2055,                 1.5842,                 1.8313,               0.006436,               0.006436,               0.006436
                     57,                 0.7757,                 1.1023,                 1.3015,                0.50259,                0.62121,                0.58727,                0.40338,                 1.2138,                 1.2893,                 1.8417,                0.00637,                0.00637,                0.00637
                     58,                0.77581,                 1.0938,                 1.2969,                0.50912,                0.63194,                 0.5908,                0.40256,                 1.2468,                 1.2482,                 1.9454,               0.006304,               0.006304,               0.006304
                     59,                0.76539,                 1.0878,                 1.2901,                0.52604,                0.64061,                0.60357,                0.41615,                 1.2493,                  1.183,                 1.9174,               0.006238,               0.006238,               0.006238
                     60,                0.77454,                 1.0872,                 1.2947,                0.45627,                0.66013,                0.56791,                0.39587,                 1.1754,                 1.2547,                 1.7902,               0.006172,               0.006172,               0.006172
                     61,                  0.769,                 1.0856,                 1.2883,                0.54062,                0.65448,                0.61697,                0.42489,                 1.2129,                 1.1458,                 1.8068,               0.006106,               0.006106,               0.006106
                     62,                0.75609,                 1.0695,                 1.2802,                0.53551,                0.58386,                0.57252,                0.39972,                 1.1799,                 1.1973,                 1.7914,                0.00604,                0.00604,                0.00604
                     63,                0.76391,                 1.0732,                 1.2855,                0.52019,                0.63173,                0.60029,                0.41437,                 1.2008,                 1.2409,                 1.8193,               0.005974,               0.005974,               0.005974
                     64,                0.75987,                 1.0638,                 1.2824,                0.52535,                0.65025,                0.60496,                0.42332,                 1.1711,                 1.1962,                 1.7854,               0.005908,               0.005908,               0.005908
                     65,                0.75816,                 1.0595,                 1.2814,                0.55751,                0.59415,                0.60434,                0.42005,                 1.1934,                 1.1782,                 1.8239,               0.005842,               0.005842,               0.005842
                     66,                0.75987,                 1.0599,                 1.2847,                0.49395,                0.65201,                0.58813,                0.40156,                 1.2242,                 1.2585,                  1.871,               0.005776,               0.005776,               0.005776
                     67,                0.74963,                 1.0576,                 1.2739,                0.51321,                0.68432,                0.63507,                0.44437,                  1.179,                 1.1158,                 1.8295,                0.00571,                0.00571,                0.00571
                     68,                0.75736,                 1.0579,                 1.2779,                0.52087,                  0.616,                0.56688,                0.39228,                 1.2566,                 1.5674,                 1.9216,               0.005644,               0.005644,               0.005644
                     69,                0.74651,                 1.0433,                 1.2738,                0.55324,                0.61823,                0.61032,                0.42744,                  1.177,                 1.1996,                 1.7717,               0.005578,               0.005578,               0.005578
                     70,                 0.7471,                 1.0463,                 1.2743,                0.54334,                0.60144,                0.58608,                 0.4144,                 1.1598,                 1.3518,                 1.7735,               0.005512,               0.005512,               0.005512
                     71,                0.73804,                 1.0366,                 1.2618,                0.53675,                0.69358,                0.63046,                0.43744,                 1.1847,                 1.1821,                 1.7976,               0.005446,               0.005446,               0.005446
                     72,                0.74089,                 1.0357,                 1.2664,                0.51949,                0.62821,                 0.6004,                0.41918,                 1.2539,                 1.1797,                  1.908,                0.00538,                0.00538,                0.00538
                     73,                0.73678,                  1.022,                 1.2618,                0.49457,                0.67457,                0.60234,                0.41781,                 1.2364,                 1.4434,                 1.8683,               0.005314,               0.005314,               0.005314
                     74,                0.74227,                  1.025,                 1.2633,                0.50703,                0.67819,                0.62171,                0.42971,                 1.2281,                 1.1718,                  1.921,               0.005248,               0.005248,               0.005248
                     75,                 0.7332,                 1.0115,                 1.2612,                0.53375,                0.67423,                0.63074,                0.44072,                 1.1717,                 1.1364,                  1.822,               0.005182,               0.005182,               0.005182
                     76,                0.73091,                 1.0182,                  1.253,                0.52894,                0.66302,                0.61411,                0.43228,                 1.2019,                 1.2634,                 1.8465,               0.005116,               0.005116,               0.005116
                     77,                0.73621,                 1.0066,                 1.2591,                0.55442,                0.66261,                0.63399,                0.44972,                 1.1616,                 1.1228,                 1.7853,                0.00505,                0.00505,                0.00505
                     78,                0.73143,                 1.0111,                 1.2541,                0.54385,                0.63017,                 0.5962,                 0.4139,                 1.2042,                 1.3494,                 1.8167,               0.004984,               0.004984,               0.004984
                     79,                0.72355,                0.99395,                 1.2504,                0.57956,                0.66848,                 0.6448,                0.45299,                 1.1676,                 1.1131,                 1.8176,               0.004918,               0.004918,               0.004918
                     80,                0.72991,                0.99409,                 1.2588,                0.57224,                0.63521,                0.63686,                0.44841,                 1.1568,                 1.1486,                 1.7959,               0.004852,               0.004852,               0.004852
                     81,                0.71893,                 1.0024,                 1.2479,                0.56359,                0.64762,                0.61551,                0.44025,                 1.1522,                 1.4799,                 1.7748,               0.004786,               0.004786,               0.004786
                     82,                0.72304,                0.98642,                 1.2463,                0.51802,                0.67994,                0.61824,                0.43798,                 1.1817,                 1.3099,                 1.7495,                0.00472,                0.00472,                0.00472
                     83,                0.72588,                0.98677,                 1.2445,                0.58926,                0.63059,                0.64544,                0.44447,                 1.1949,                 1.1177,                 1.8119,               0.004654,               0.004654,               0.004654
                     84,                 0.7146,                0.98813,                 1.2385,                0.58373,                0.67021,                0.65913,                0.45958,                 1.1816,                 1.0874,                 1.7908,               0.004588,               0.004588,               0.004588
                     85,                0.71361,                0.98224,                 1.2379,                0.53932,                0.66605,                0.62886,                0.42559,                 1.2087,                 1.2398,                 1.8003,               0.004522,               0.004522,               0.004522
                     86,                0.70968,                0.96489,                 1.2364,                0.58167,                0.61744,                0.63693,                0.45227,                 1.1915,                 1.1664,                 1.8144,               0.004456,               0.004456,               0.004456
                     87,                0.70792,                0.95975,                 1.2377,                0.60261,                 0.6156,                0.63953,                0.45097,                 1.1604,                 1.1366,                 1.7861,                0.00439,                0.00439,                0.00439
                     88,                0.71311,                0.96937,                 1.2413,                 0.5848,                0.64634,                0.63931,                0.44864,                 1.2116,                 1.1304,                 1.8737,               0.004324,               0.004324,               0.004324
                     89,                0.70449,                0.96113,                 1.2305,                0.62035,                0.61997,                 0.6601,                0.45498,                 1.1918,                 1.1009,                 1.8569,               0.004258,               0.004258,               0.004258
                     90,                 0.7152,                 0.9667,                 1.2342,                0.55728,                0.70018,                0.64289,                0.45899,                 1.1613,                 1.2448,                 1.7989,               0.004192,               0.004192,               0.004192
                     91,                0.70641,                0.96327,                 1.2317,                0.58848,                0.68385,                 0.6623,                0.46915,                 1.1586,                 1.0643,                 1.7534,               0.004126,               0.004126,               0.004126
                     92,                0.70163,                0.95086,                 1.2278,                0.60363,                0.64931,                0.66162,                0.47015,                 1.1542,                 1.1306,                 1.7405,                0.00406,                0.00406,                0.00406
                     93,                  0.699,                0.94352,                 1.2283,                0.59948,                0.62298,                0.64495,                0.45056,                 1.1949,                 1.1863,                 1.8347,               0.003994,               0.003994,               0.003994
                     94,                0.70202,                 0.9457,                 1.2294,                0.59149,                0.66841,                0.64412,                0.45851,                 1.1774,                 1.1995,                 1.7975,               0.003928,               0.003928,               0.003928
                     95,                0.69766,                0.93979,                 1.2217,                0.56691,                 0.6405,                0.62644,                0.44303,                 1.1853,                  1.161,                 1.7854,               0.003862,               0.003862,               0.003862
                     96,                0.69915,                0.94012,                 1.2286,                0.61181,                0.66598,                0.65334,                0.45274,                 1.1619,                 1.1942,                 1.8032,               0.003796,               0.003796,               0.003796
                     97,                0.69031,                0.92489,                 1.2155,                 0.6232,                0.66054,                0.68277,                0.46405,                 1.2276,                   1.08,                 1.9087,                0.00373,                0.00373,                0.00373
                     98,                0.69603,                 0.9371,                 1.2189,                0.62994,                0.67137,                0.67462,                0.47318,                 1.1632,                 1.1045,                 1.7953,               0.003664,               0.003664,               0.003664
                     99,                0.69701,                0.93154,                 1.2164,                0.62527,                0.66345,                 0.6801,                0.47773,                 1.1797,                 1.0256,                 1.8421,               0.003598,               0.003598,               0.003598
                    100,                0.68295,                0.91685,                 1.2117,                0.59205,                0.65706,                0.65599,                0.45927,                 1.1821,                 1.0582,                 1.8382,               0.003532,               0.003532,               0.003532
                    101,                0.69457,                0.92123,                 1.2181,                0.61527,                0.66377,                0.66394,                0.47834,                 1.1475,                  1.075,                 1.7863,               0.003466,               0.003466,               0.003466
                    102,                0.68802,                 0.9175,                 1.2131,                0.62745,                0.65498,                 0.6815,                0.48285,                 1.1639,                 1.0532,                 1.8116,                 0.0034,                 0.0034,                 0.0034
                    103,                0.68367,                0.91055,                 1.2097,                0.61078,                0.68215,                0.67414,                0.47147,                 1.1885,                 1.0472,                 1.8612,               0.003334,               0.003334,               0.003334
                    104,                0.68365,                0.91412,                 1.2136,                0.56657,                0.73154,                0.67382,                0.47047,                 1.1878,                 1.0932,                 1.8188,               0.003268,               0.003268,               0.003268
                    105,                0.68579,                0.91491,                 1.2136,                0.60802,                0.68496,                0.67012,                0.47963,                  1.156,                 1.0373,                 1.8336,               0.003202,               0.003202,               0.003202
                    106,                0.67898,                  0.904,                 1.2058,                0.56337,                0.70148,                0.65181,                0.46327,                 1.1871,                  1.276,                 1.8436,               0.003136,               0.003136,               0.003136
                    107,                0.68306,                0.90551,                 1.2102,                0.62379,                0.68278,                0.68873,                0.49534,                 1.1508,                 1.0485,                 1.7744,                0.00307,                0.00307,                0.00307
                    108,                0.67195,                 0.9013,                  1.201,                0.55789,                0.71145,                0.64332,                0.46025,                 1.2039,                 1.3081,                 1.9221,               0.003004,               0.003004,               0.003004
                    109,                0.66977,                0.89625,                 1.2021,                0.58732,                0.69946,                 0.6655,                0.47043,                 1.1703,                 1.1243,                  1.797,               0.002938,               0.002938,               0.002938
                    110,                0.66894,                0.89108,                 1.2007,                0.61033,                0.66451,                0.65677,                0.46573,                 1.1576,                 1.3164,                 1.8022,               0.002872,               0.002872,               0.002872
                    111,                0.67701,                0.89474,                 1.2048,                0.63946,                0.68066,                0.70038,                0.49112,                 1.1585,                0.97011,                  1.784,               0.002806,               0.002806,               0.002806
                    112,                0.67928,                0.89354,                 1.2098,                0.59536,                0.71473,                0.69702,                0.48925,                 1.1441,                 1.0241,                 1.7692,                0.00274,                0.00274,                0.00274
                    113,                0.66728,                0.87761,                    1.2,                0.67067,                0.67663,                0.68956,                0.48505,                 1.2054,                 1.1268,                 1.9337,               0.002674,               0.002674,               0.002674
                    114,                0.66494,                0.87637,                 1.1981,                0.56226,                0.73368,                0.66931,                0.47476,                 1.2358,                 1.2785,                 1.9467,               0.002608,               0.002608,               0.002608
                    115,                0.66581,                0.88362,                  1.197,                0.64402,                0.67667,                0.68257,                0.48171,                 1.1603,                 1.0362,                 1.8097,               0.002542,               0.002542,               0.002542
                    116,                0.66793,                0.87766,                 1.1974,                0.63014,                 0.6859,                0.68397,                 0.4838,                 1.1631,                 1.0045,                 1.7973,               0.002476,               0.002476,               0.002476
                    117,                0.65447,                0.87759,                 1.1881,                0.65044,                0.66236,                0.68891,                0.48887,                 1.1544,                 1.0524,                 1.7904,                0.00241,                0.00241,                0.00241
                    118,                0.66075,                0.86538,                 1.1906,                0.62377,                0.70857,                0.70387,                0.49947,                 1.1419,                 0.9655,                 1.7877,               0.002344,               0.002344,               0.002344
                    119,                0.65618,                0.86649,                 1.1918,                0.68463,                0.65467,                0.69221,                0.48918,                 1.1736,                 1.0266,                 1.8288,               0.002278,               0.002278,               0.002278
                    120,                0.65156,                0.85272,                 1.1831,                0.59612,                0.70759,                0.68579,                0.48905,                 1.1528,                 1.0196,                 1.7782,               0.002212,               0.002212,               0.002212
                    121,                0.64514,                0.85537,                 1.1797,                0.67879,                0.69584,                0.70213,                0.50346,                 1.1236,                 1.0052,                 1.7605,               0.002146,               0.002146,               0.002146
                    122,                0.65869,                0.86403,                 1.1865,                0.58587,                0.70644,                 0.6785,                0.48568,                  1.128,                  1.179,                 1.7617,                0.00208,                0.00208,                0.00208
                    123,                0.65361,                0.85246,                 1.1837,                0.62935,                0.69247,                0.69899,                0.49301,                 1.1591,                0.99359,                 1.8243,               0.002014,               0.002014,               0.002014
                    124,                0.65484,                0.84568,                 1.1809,                0.66504,                0.67236,                0.70217,                0.50142,                 1.1238,                 1.0438,                 1.7743,               0.001948,               0.001948,               0.001948
                    125,                 0.6494,                 0.8446,                 1.1768,                0.66061,                0.68548,                0.70754,                 0.4993,                 1.1471,                 1.0011,                 1.7875,               0.001882,               0.001882,               0.001882
                    126,                0.64947,                0.84373,                  1.178,                0.65493,                0.70101,                0.70229,                0.49602,                 1.1399,                0.97547,                 1.7797,               0.001816,               0.001816,               0.001816
                    127,                0.64494,                0.84524,                 1.1755,                0.63237,                0.69773,                0.70246,                 0.4943,                  1.149,                0.97586,                 1.7875,                0.00175,                0.00175,                0.00175
                    128,                0.63612,                0.83247,                 1.1703,                0.61818,                0.71916,                0.70306,                0.49508,                 1.1269,                0.97605,                   1.76,               0.001684,               0.001684,               0.001684
                    129,                0.64823,                0.83694,                 1.1804,                0.61188,                0.71602,                0.68907,                0.48749,                 1.1833,                 1.0778,                  1.875,               0.001618,               0.001618,               0.001618
                    130,                0.64155,                0.83071,                 1.1713,                0.64739,                 0.6685,                0.69864,                0.50044,                 1.1148,                  1.091,                 1.7271,               0.001552,               0.001552,               0.001552
                    131,                0.64311,                0.82941,                 1.1706,                0.62648,                0.73078,                0.70078,                0.50029,                 1.1333,                0.96646,                 1.7641,               0.001486,               0.001486,               0.001486
                    132,                0.63394,                0.81839,                 1.1736,                0.65505,                0.68815,                0.70064,                0.50106,                 1.1207,                0.95485,                 1.7395,                0.00142,                0.00142,                0.00142
                    133,                0.63606,                0.82502,                 1.1724,                 0.6543,                0.69313,                  0.693,                   0.49,                 1.1508,                 1.0749,                 1.7712,               0.001354,               0.001354,               0.001354
                    134,                0.63542,                0.81683,                 1.1748,                0.65335,                0.70217,                0.70466,                0.49946,                 1.1321,                 1.0087,                 1.7716,               0.001288,               0.001288,               0.001288
                    135,                0.63911,                0.81738,                  1.168,                0.64671,                0.71075,                0.71333,                0.50853,                 1.1274,                0.98026,                 1.7635,               0.001222,               0.001222,               0.001222
                    136,                0.63978,                0.82324,                 1.1693,                0.65901,                0.67274,                0.70182,                0.50153,                 1.1219,                0.99384,                 1.7458,               0.001156,               0.001156,               0.001156
                    137,                0.63366,                0.81818,                 1.1693,                0.62694,                0.72141,                0.70096,                0.49593,                 1.1616,                 1.0261,                  1.839,                0.00109,                0.00109,                0.00109
                    138,                0.62961,                0.81354,                 1.1602,                0.64573,                 0.7038,                0.70018,                0.49283,                  1.164,                0.99683,                 1.8234,               0.001024,               0.001024,               0.001024
                    139,                0.62432,                0.80487,                 1.1635,                0.63029,                0.72491,                 0.7156,                0.50925,                 1.1276,                0.95352,                 1.7515,               0.000958,               0.000958,               0.000958
                    140,                0.62551,                0.80857,                 1.1646,                0.65894,                0.70474,                0.70953,                0.50333,                 1.1393,                 0.9686,                 1.7575,               0.000892,               0.000892,               0.000892
                    141,                0.62532,                0.79829,                 1.1605,                0.64059,                0.73075,                0.71094,                0.50689,                 1.1381,                0.95621,                 1.7803,               0.000826,               0.000826,               0.000826
                    142,                0.61879,                 0.7943,                  1.156,                0.64441,                0.70058,                0.71017,                0.50302,                 1.1439,                0.93804,                 1.7789,                0.00076,                0.00076,                0.00076
                    143,                0.61207,                0.78547,                 1.1538,                 0.6433,                0.70488,                0.70537,                0.49706,                  1.152,                 0.9861,                 1.8137,               0.000694,               0.000694,               0.000694
                    144,                0.62696,                0.79497,                 1.1586,                0.64036,                0.72378,                0.70536,                0.50144,                 1.1417,                0.97157,                 1.7786,               0.000628,               0.000628,               0.000628
                    145,                 0.6122,                0.78824,                 1.1502,                0.65607,                0.70997,                0.70774,                 0.5021,                 1.1471,                  1.018,                 1.7836,               0.000562,               0.000562,               0.000562
                    146,                0.62224,                 0.7945,                 1.1572,                0.66992,                0.68042,                0.70402,                0.50125,                 1.1402,                0.98558,                 1.7628,               0.000496,               0.000496,               0.000496
                    147,                0.61546,                0.78261,                 1.1507,                0.63991,                0.72839,                0.69763,                 0.5002,                   1.14,                0.94078,                 1.7729,                0.00043,                0.00043,                0.00043
                    148,                0.61063,                0.78189,                 1.1509,                0.65306,                0.70859,                0.71292,                0.50735,                 1.1412,                0.94239,                 1.7744,               0.000364,               0.000364,               0.000364
                    149,                0.61565,                0.78751,                 1.1572,                0.63407,                0.73261,                0.71191,                0.51134,                 1.1294,                0.94068,                 1.7747,               0.000298,               0.000298,               0.000298
                    150,                0.61396,                0.77916,                 1.1523,                0.66101,                0.67945,                0.70693,                0.50665,                 1.1389,                0.98677,                 1.7832,               0.000232,               0.000232,               0.000232
