                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    137,                0.61054,                0.74283,                 1.1331,                0.66167,                0.76855,                0.75135,                0.54204,                 1.1613,                  1.087,                 1.8411,                0.00109,                0.00109,                0.00109
                    138,                0.60517,                0.73448,                 1.1246,                0.63741,                0.77226,                0.74579,                0.54717,                 1.1065,                 1.0954,                  1.716,               0.001024,               0.001024,               0.001024
                    139,                 0.6007,                0.73377,                 1.1285,                0.65949,                0.76492,                0.76144,                0.55356,                 1.1066,                 1.0398,                 1.7099,               0.000958,               0.000958,               0.000958
                    140,                0.60144,                0.73612,                 1.1299,                0.65424,                 0.7525,                0.74831,                0.54506,                 1.1158,                 1.1175,                 1.7373,               0.000892,               0.000892,               0.000892
                    141,                0.60072,                0.72088,                 1.1252,                0.68553,                0.73666,                0.75306,                0.55087,                  1.111,                   1.07,                 1.7295,               0.000826,               0.000826,               0.000826
                    142,                0.59493,                0.71408,                 1.1228,                0.70121,                0.71962,                0.75204,                0.54791,                 1.1339,                 1.0757,                 1.7846,                0.00076,                0.00076,                0.00076
                    143,                0.58609,                0.71491,                 1.1179,                0.65665,                0.75556,                0.75144,                0.54483,                 1.1451,                 1.1488,                 1.7792,               0.000694,               0.000694,               0.000694
                    144,                0.60268,                0.72159,                 1.1238,                0.65296,                0.76909,                0.75562,                0.55151,                  1.131,                 1.1201,                 1.7557,               0.000628,               0.000628,               0.000628
                    145,                0.58846,                0.71142,                 1.1173,                0.66787,                0.74883,                0.75384,                0.55128,                 1.1197,                  1.041,                 1.7307,               0.000562,               0.000562,               0.000562
                    146,                0.59522,                 0.7191,                 1.1206,                0.72124,                 0.7088,                0.75202,                0.54827,                 1.1242,                 1.0908,                 1.7381,               0.000496,               0.000496,               0.000496
                    147,                0.59203,                0.71318,                 1.1183,                 0.6712,                0.74458,                0.75686,                0.55164,                  1.112,                 1.0808,                 1.7311,                0.00043,                0.00043,                0.00043
                    148,                0.58751,                 0.7106,                 1.1181,                0.66096,                0.77078,                0.76274,                0.55681,                  1.122,                 1.0162,                 1.7516,               0.000364,               0.000364,               0.000364
                    149,                 0.5924,                0.71188,                 1.1235,                0.69953,                0.74684,                0.76613,                 0.5617,                 1.0943,                0.99298,                 1.7042,               0.000298,               0.000298,               0.000298
                    150,                0.58981,                0.70856,                  1.118,                0.67817,                0.73999,                0.75739,                0.55169,                 1.1204,                 1.0693,                 1.7508,               0.000232,               0.000232,               0.000232
